carat,cut,color,clarity,depth,table,price,x,y,z,volume
1.55,Ideal,G,VVS2,62.5,57.0,15794,7.35,7.33,4.59,247.28854499999997
1.7,Ideal,G,VS2,61.3,57.0,15797,7.6,7.67,4.68,272.80655999999993
1.7,Premium,G,VS2,59.0,58.0,15797,7.8,7.85,4.62,282.88259999999997
2.19,Premium,H,SI1,62.3,62.0,15801,8.27,8.25,5.15,351.371625
1.72,Premium,G,VS2,61.1,58.0,15801,7.69,7.73,4.71,279.97982700000006
1.55,Premium,F,VS1,61.6,56.0,15801,7.45,7.38,4.57,251.26317000000003
1.32,Ideal,D,VVS2,59.3,59.0,15802,7.16,7.23,4.27,221.04423599999998
1.82,Ideal,F,SI1,61.8,58.0,15802,7.8,7.84,4.83,295.36416
1.7,Premium,E,SI1,60.1,58.0,15804,7.78,7.74,4.66,280.61215200000004
1.7,Premium,E,SI1,61.8,58.0,15804,7.62,7.52,4.68,268.175232
2.06,Very Good,G,SI2,59.8,61.0,15805,8.22,8.26,4.93,334.73319599999996
1.76,Premium,E,SI1,60.5,58.0,15805,7.93,7.84,4.77,296.55662399999994
1.28,Premium,E,IF,59.8,59.0,15806,7.1,7.07,4.24,212.83528
2.02,Premium,I,VS2,62.9,59.0,15808,8.03,7.93,5.02,319.6630579999999
2.03,Very Good,F,SI2,59.8,56.0,15811,8.21,8.3,4.94,336.6264200000001
1.06,Ideal,D,IF,61.2,57.0,15813,6.57,6.61,4.03,175.013631
2.02,Ideal,G,SI2,63.5,54.0,15814,7.96,8.02,5.07,323.664744
2.34,Premium,I,SI1,61.7,60.0,15818,8.59,8.53,5.28,386.879856
2.1,Premium,I,SI1,61.5,59.0,15818,8.28,8.24,5.08,346.594176
2.01,Very Good,I,VS2,62.5,58.0,15819,7.97,8.05,5.01,321.434085
1.52,Very Good,F,VS1,63.8,56.0,15819,7.25,7.3,4.64,245.57199999999997
1.61,Ideal,F,VS2,62.1,57.0,15819,7.49,7.56,4.67,264.435948
1.51,Ideal,D,VS2,62.1,58.0,15821,7.32,7.34,4.55,244.46604
1.59,Ideal,G,VVS2,62.6,55.0,15823,7.47,7.44,4.67,259.543656
2.4,Fair,J,SI2,65.4,56.0,15824,8.35,8.29,5.44,376.56496
2.21,Very Good,G,SI2,60.7,62.0,15825,8.42,8.48,5.13,366.290208
2.03,Very Good,I,VS2,61.4,59.0,15826,8.06,8.12,4.97,325.27258399999994
2.03,Ideal,I,VS2,59.9,60.0,15826,8.17,8.27,4.92,332.42422799999997
2.1,Fair,F,SI2,64.7,61.0,15827,7.97,7.92,5.14,324.44913599999995
1.71,Very Good,G,VS2,62.5,58.0,15829,7.56,7.66,4.76,275.64969599999995
2.0,Ideal,H,VS2,62.4,55.0,15829,8.03,7.94,4.99,318.153418
2.01,Good,G,SI2,63.6,59.0,15832,7.95,8.0,5.07,322.452
2.01,Premium,J,VVS1,62.2,58.0,15836,8.1,7.89,5.0,319.54499999999996
2.05,Premium,I,SI1,61.2,57.0,15837,8.24,8.21,5.03,340.281512
2.0,Very Good,H,SI1,60.1,61.0,15840,8.1,8.13,4.88,321.36264000000006
2.0,Very Good,E,SI2,58.1,60.0,15840,8.25,8.32,4.81,330.1584
1.63,Ideal,G,VS1,61.7,55.0,15840,7.6,7.56,4.68,268.89408
2.01,Premium,F,SI2,59.5,59.0,15841,8.24,8.15,4.88,327.72128000000004
2.01,Ideal,G,SI2,62.8,56.0,15841,8.07,8.02,5.05,326.84307
1.73,Ideal,E,SI1,61.9,57.0,15842,7.74,7.66,4.77,282.80566799999997
1.59,Ideal,G,VVS2,60.6,59.0,15843,7.53,7.59,4.58,261.759366
1.55,Ideal,D,VS2,60.1,58.0,15845,7.56,7.54,4.54,258.790896
2.07,Very Good,I,SI1,62.3,60.0,15847,8.12,8.16,5.07,335.934144
1.74,Ideal,E,SI1,62.2,56.0,15847,7.67,7.72,4.79,283.627396
1.5,Ideal,D,VS2,62.6,56.0,15848,7.21,7.27,4.53,237.447651
2.02,Very Good,G,SI2,63.1,56.0,15848,8.06,8.02,5.07,327.730884
2.18,Ideal,I,SI2,62.5,55.0,15850,8.34,8.31,5.2,360.38808000000006
2.02,Very Good,H,SI2,59.9,55.0,15851,8.17,8.28,4.93,333.50266799999997
1.5,Ideal,F,VS1,62.3,56.0,15851,7.34,7.3,4.56,244.33391999999998
2.0,Good,I,VS1,58.8,65.0,15851,8.1,8.03,4.74,308.30382
1.5,Premium,F,VS1,62.2,60.0,15851,7.3,7.27,4.53,240.41163
2.0,Very Good,F,SI1,63.3,56.0,15851,8.0,7.93,5.04,319.7376
2.24,Ideal,I,SI2,62.1,57.0,15852,8.31,8.4,5.19,362.28276000000005
2.05,Ideal,H,SI2,60.4,58.0,15857,8.21,8.27,4.98,338.1255660000001
2.0,Very Good,E,SI2,63.5,59.0,15864,7.9,7.98,5.04,317.73168000000004
2.08,Premium,E,SI2,62.3,59.0,15873,8.22,8.16,5.1,342.08352
2.04,Ideal,H,SI2,61.2,56.0,15874,8.19,8.25,5.03,339.864525
1.3,Ideal,E,IF,62.3,54.0,15874,6.97,7.03,4.36,213.636076
2.02,Very Good,G,SI2,62.8,55.0,15877,8.06,8.11,5.08,332.06232800000004
1.23,Very Good,E,VVS1,61.2,59.0,15878,6.9,6.98,4.25,204.68850000000003
1.55,Ideal,D,VS2,62.1,59.0,15887,7.34,7.37,4.57,247.217806
2.01,Good,H,SI2,64.0,51.0,15888,8.08,8.01,5.15,333.31212
2.01,Fair,H,VS2,66.1,53.0,15888,7.82,7.92,5.2,322.05888000000004
1.69,Premium,G,VVS2,62.9,58.0,15889,7.59,7.51,4.75,270.75427499999995
2.05,Premium,I,VS2,62.5,59.0,15897,8.07,8.12,5.06,331.5737039999999
2.0,Premium,G,SI2,62.1,59.0,15897,8.12,8.02,5.01,326.2632239999999
2.2,Premium,G,SI2,60.4,60.0,15897,8.44,8.36,5.08,358.436672
2.03,Good,J,VVS2,63.2,60.0,15898,7.88,7.94,5.0,312.836
2.19,Very Good,I,SI2,60.3,60.0,15907,8.29,8.33,5.01,345.9690569999999
2.01,Premium,H,VS2,61.1,61.0,15908,8.14,8.09,4.96,326.62889600000005
2.14,Premium,I,SI1,61.3,61.0,15913,8.32,8.28,5.09,350.648064
2.14,Premium,I,SI2,60.1,58.0,15915,8.41,8.37,5.04,354.77416800000003
2.01,Premium,H,SI2,62.3,58.0,15917,8.11,8.06,5.04,329.44766400000003
2.39,Premium,H,SI1,61.8,58.0,15917,8.57,8.52,5.28,385.52659200000005
2.01,Premium,H,SI2,63.0,59.0,15917,7.93,7.9,4.99,312.60853000000003
2.01,Very Good,I,VS2,62.1,60.0,15919,7.96,8.01,4.96,316.247616
2.01,Very Good,I,VS2,59.6,62.0,15919,8.17,8.25,4.89,329.598225
2.01,Good,H,SI1,63.2,58.0,15919,7.93,7.98,5.03,318.305442
2.4,Premium,J,SI1,59.7,58.0,15920,8.75,8.71,5.21,397.06712500000003
1.52,Ideal,D,VS2,62.1,58.0,15922,7.36,7.4,4.58,249.44512000000003
2.0,Very Good,I,VS2,58.6,62.0,15923,8.17,8.2,4.8,321.5712
2.01,Very Good,H,VS1,63.5,53.0,15930,8.04,7.97,5.08,325.52030399999995
2.03,Premium,H,SI2,61.6,58.0,15930,8.09,8.17,5.01,331.13745299999994
2.14,Very Good,I,VS2,62.8,59.0,15931,8.16,8.21,5.14,344.34710400000006
2.5,Premium,H,SI2,62.4,59.0,15934,8.61,8.54,5.35,393.3822899999999
1.7,Very Good,G,VS2,63.1,57.0,15937,7.53,7.62,4.78,274.26970800000004
2.06,Very Good,G,SI2,59.0,58.0,15938,8.3,8.38,4.92,342.2056800000001
2.01,Premium,I,VS2,60.3,62.0,15939,8.13,8.08,4.89,321.226056
1.7,Premium,G,VS2,60.3,60.0,15941,7.72,7.64,4.63,273.081104
1.7,Premium,G,VS2,59.0,58.0,15941,7.85,7.8,4.62,282.88259999999997
1.7,Ideal,G,VS2,61.3,57.0,15941,7.67,7.6,4.68,272.80655999999993
2.02,Ideal,I,SI1,61.9,58.0,15942,8.07,8.18,5.03,332.0433780000001
1.72,Premium,G,VS2,61.1,58.0,15946,7.73,7.69,4.71,279.97982700000006
1.72,Very Good,E,SI1,62.2,58.0,15948,7.63,7.7,4.77,280.24226999999996
2.21,Ideal,G,SI2,60.1,60.0,15948,8.47,8.53,5.11,369.192901
2.05,Very Good,H,SI2,62.4,58.0,15949,8.1,8.15,5.07,334.69605
2.06,Premium,G,SI2,59.8,61.0,15949,8.26,8.22,4.93,334.73319599999996
2.01,Very Good,I,VVS2,63.5,58.0,15952,7.92,7.82,5.0,309.672
2.01,Ideal,F,SI2,62.3,58.0,15955,8.03,8.01,5.0,321.60149999999993
1.5,Very Good,E,VS1,59.0,62.0,15957,7.45,7.47,4.4,244.8666
1.52,Ideal,G,VVS1,62.4,55.0,15959,7.3,7.39,4.58,247.07726
1.52,Premium,G,VVS1,60.4,59.0,15959,7.38,7.48,4.49,247.85877600000003
2.0,Good,E,SI2,60.1,54.0,15962,8.01,8.15,4.86,317.26809
3.4,Fair,D,I1,66.8,52.0,15964,9.42,9.34,6.27,551.652156
2.01,Very Good,I,VS2,62.3,59.0,15965,8.02,8.1,5.02,326.10923999999994
1.55,Premium,F,VS1,62.0,60.0,15966,7.4,7.31,4.56,246.66863999999998
1.38,Ideal,F,VVS1,62.9,56.0,15968,7.04,7.1,4.45,222.4288
2.21,Premium,G,SI2,60.7,62.0,15970,8.48,8.42,5.13,366.290208
2.06,Ideal,F,SI2,62.7,57.0,15970,8.19,8.09,5.1,337.9112099999999
2.02,Ideal,H,SI2,63.0,57.0,15974,8.01,8.06,5.06,326.67663600000003
2.01,Good,G,SI2,63.6,59.0,15977,8.0,7.95,5.07,322.452
2.01,Premium,G,SI2,59.8,58.0,15977,8.21,8.15,4.89,327.197235
1.54,Premium,G,VVS2,62.2,59.0,15983,7.41,7.37,4.6,251.21381999999997
2.0,Premium,H,SI1,60.1,61.0,15984,8.13,8.1,4.88,321.36264000000006
2.0,Premium,E,SI2,58.1,60.0,15984,8.32,8.25,4.81,330.1584
2.0,Very Good,H,SI1,63.2,58.0,15984,7.95,7.93,5.02,316.47837
4.0,Very Good,I,I1,63.3,58.0,15984,10.01,9.94,6.31,627.8412139999999
2.02,Premium,H,VS2,61.3,60.0,15987,8.16,8.11,4.99,330.226224
2.02,Very Good,F,SI1,62.8,59.0,15987,7.9,7.98,4.99,314.5795800000001
2.5,Ideal,J,SI2,60.7,55.0,15990,8.8,8.66,5.3,403.90240000000006
1.55,Premium,D,VS2,61.5,58.0,15991,7.48,7.51,4.61,258.96582800000004
1.53,Ideal,G,VVS1,61.8,55.0,15992,7.43,7.45,4.59,254.07256499999997
2.3,Premium,H,SI2,62.7,56.0,15992,8.46,8.42,5.29,376.82362800000004
2.07,Very Good,H,SI2,63.3,56.0,15992,8.1,8.08,5.12,335.09376
1.74,Ideal,E,SI1,62.2,56.0,15992,7.72,7.67,4.79,283.627396
1.5,Ideal,D,VS2,62.6,56.0,15992,7.27,7.21,4.53,237.447651
2.07,Premium,I,SI1,62.3,60.0,15992,8.16,8.12,5.07,335.934144
2.53,Ideal,J,SI2,61.5,53.0,15993,8.78,8.74,5.39,413.61350799999997
1.5,Ideal,D,VS2,62.8,53.5,15996,7.27,7.33,4.58,244.064078
2.02,Premium,H,SI2,59.9,55.0,15996,8.28,8.17,4.93,333.50266799999997
2.01,Good,I,VS2,63.6,57.0,16003,7.87,7.95,5.03,314.70949500000006
2.25,Premium,J,SI1,61.8,61.0,16004,8.46,8.39,5.21,369.8026740000001
2.01,Good,F,SI2,62.9,58.0,16013,7.89,8.01,5.0,315.99449999999996
2.02,Ideal,I,VS2,61.5,58.0,16018,8.19,8.11,5.01,332.76870899999994
2.37,Premium,H,SI2,62.3,57.0,16021,8.55,8.5,5.31,385.90425000000005
1.5,Premium,E,VS1,62.5,58.0,16023,7.21,7.28,4.53,237.77426400000004
2.23,Premium,J,VS1,61.7,58.0,16025,8.41,8.34,5.17,362.62069799999995
2.0,Premium,H,SI2,62.8,56.0,16031,8.04,7.98,5.03,322.720776
2.17,Good,H,SI2,58.9,62.0,16036,8.48,8.52,5.01,361.97049599999997
3.01,Ideal,J,SI2,61.7,58.0,16037,9.25,9.2,5.69,484.219
2.28,Very Good,I,SI2,62.9,57.0,16041,8.34,8.41,5.27,369.63463799999994
2.03,Very Good,J,VVS2,63.2,60.0,16043,7.94,7.88,5.0,312.836
1.5,Very Good,F,VS2,59.1,59.0,16048,7.45,7.48,4.41,245.75166000000004
1.53,Premium,E,VS2,61.6,58.0,16049,7.35,7.32,4.52,243.18504
1.56,Ideal,G,VS1,61.3,56.0,16052,7.48,7.44,4.57,254.32598400000003
1.52,Ideal,F,VS1,62.2,55.0,16055,7.29,7.41,4.57,246.86637300000004
2.37,Ideal,J,VS2,62.2,57.0,16059,8.52,8.58,5.32,388.900512
2.3,Ideal,J,VS2,62.4,56.0,16062,8.44,8.49,5.28,378.341568
2.13,Good,H,SI2,59.2,58.0,16062,8.35,8.41,4.96,348.30856
2.0,Very Good,E,SI2,62.9,56.0,16064,7.94,8.0,5.01,318.2352
2.0,Very Good,E,SI2,60.5,60.0,16064,8.03,8.08,4.87,315.97728799999993
2.01,Premium,E,SI2,58.7,54.0,16064,8.27,8.2,4.83,327.54161999999997
1.6,Premium,G,VVS2,60.6,60.0,16068,7.51,7.57,4.57,259.807699
2.0,Premium,I,VS2,58.6,62.0,16068,8.2,8.17,4.8,321.5712
1.75,Very Good,G,VS2,62.8,59.0,16073,7.53,7.62,4.76,273.122136
2.03,Premium,H,SI2,61.6,58.0,16075,8.17,8.09,5.01,331.13745299999994
2.24,Very Good,H,SI2,62.3,57.0,16077,8.3,8.36,5.19,360.12372000000005
2.16,Very Good,I,VS2,58.6,60.0,16080,8.48,8.55,4.99,361.79496000000006
1.54,Very Good,F,VS1,63.3,58.0,16082,7.34,7.3,4.63,248.08465999999999
2.01,Good,F,SI2,64.1,57.0,16085,7.78,7.82,5.0,304.19800000000004
1.7,Very Good,G,VS2,61.6,58.0,16086,7.63,7.67,4.71,275.639091
2.01,Fair,D,SI2,66.9,57.0,16086,7.87,7.76,5.23,319.402376
1.01,Very Good,D,IF,61.6,56.0,16087,6.43,6.46,3.97,164.905066
1.51,Premium,G,VS2,61.3,58.0,16091,7.39,7.33,4.51,244.300837
2.0,Very Good,H,SI1,60.3,61.0,16092,8.11,8.17,4.91,325.33021699999995
2.24,Premium,I,SI2,62.5,59.0,16097,8.36,8.28,5.2,359.94816
2.06,Premium,H,SI2,60.0,60.0,16098,6.29,6.25,4.96,194.99
2.31,Premium,J,VVS1,62.1,58.0,16100,8.49,8.42,5.25,375.30045
1.52,Premium,G,VVS1,60.4,59.0,16104,7.48,7.38,4.49,247.85877600000003
1.52,Ideal,G,VVS1,62.4,55.0,16104,7.39,7.3,4.58,247.07726
2.01,Very Good,H,SI2,63.4,57.0,16111,8.0,7.93,5.05,320.37199999999996
2.1,Premium,G,SI2,60.9,57.4,16112,8.17,8.27,5.0,337.8295
1.62,Premium,F,VS1,61.3,57.0,16112,7.6,7.55,4.64,266.24319999999994
1.5,Very Good,F,VVS2,63.8,59.0,16116,7.17,7.25,4.6,239.1195
1.7,Premium,G,VS2,60.9,60.0,16123,7.71,7.68,4.69,277.708032
2.38,Very Good,J,VS2,62.6,59.0,16126,8.49,8.52,5.32,384.821136
2.02,Ideal,I,SI1,62.4,56.0,16128,8.07,8.11,5.05,330.510885
1.51,Very Good,E,VS1,59.5,59.0,16129,7.48,7.54,4.47,252.104424
1.2,Ideal,D,VVS2,61.9,56.0,16130,6.81,6.83,4.22,196.28190599999996
1.73,Ideal,F,VS1,62.1,57.0,16131,7.73,7.64,4.77,281.70284399999997
1.55,Premium,D,VS2,61.5,58.0,16137,7.51,7.48,4.61,258.96582800000004
2.01,Very Good,H,SI2,60.5,61.0,16140,8.09,8.14,4.91,323.3362660000001
2.15,Ideal,H,SI2,60.3,59.0,16146,8.34,8.41,5.05,354.20396999999997
2.19,Ideal,I,SI2,62.4,56.0,16147,8.26,8.3,5.17,354.44486
2.05,Good,G,SI2,63.7,61.0,16148,7.99,8.03,5.1,327.21447
2.01,Good,I,VS2,63.6,57.0,16149,7.95,7.87,5.03,314.70949500000006
2.01,Premium,I,VS2,61.6,61.0,16149,8.08,7.97,4.94,318.124144
2.12,Very Good,H,SI2,62.3,59.0,16151,8.15,8.19,5.09,339.74986499999994
1.74,Very Good,G,VS2,62.9,57.0,16169,7.64,7.68,4.82,282.814464
1.54,Ideal,G,VVS1,60.8,57.0,16169,7.45,7.49,4.54,253.33427
1.5,Premium,E,VS1,62.5,58.0,16169,7.28,7.21,4.53,237.77426400000004
2.43,Very Good,H,SI2,63.2,57.0,16170,8.56,8.5,5.39,392.1764
1.98,Premium,I,VS1,62.5,58.0,16171,7.95,7.99,4.98,316.33209000000005
1.5,Ideal,G,VS1,61.3,56.0,16171,7.41,7.37,4.53,247.39100100000002
2.28,Premium,J,VS1,60.3,58.0,16174,8.58,8.53,5.16,377.646984
2.02,Very Good,I,VS2,63.2,53.0,16179,8.09,8.18,5.14,340.14566799999994
2.3,Ideal,I,SI2,61.8,57.0,16181,8.45,8.48,5.23,374.76088
1.62,Ideal,G,VS2,61.3,55.0,16183,7.55,7.6,4.64,266.24319999999994
1.52,Premium,E,VS1,60.1,59.0,16187,7.49,7.45,4.49,250.54424500000002
2.28,Ideal,I,SI2,62.9,57.0,16187,8.41,8.34,5.27,369.63463799999994
2.11,Very Good,G,SI2,62.2,60.0,16188,8.15,8.19,5.08,339.08237999999994
2.07,Ideal,I,SI2,62.0,55.0,16189,8.12,8.22,5.07,338.404248
2.2,Premium,I,SI2,62.4,55.0,16190,8.41,8.34,5.23,366.829062
2.02,Premium,I,SI1,62.5,59.0,16191,8.05,8.01,5.02,323.69211
2.02,Very Good,I,SI1,59.8,59.0,16192,8.21,8.3,4.94,336.6264200000001
3.67,Premium,I,I1,62.4,56.0,16193,9.86,9.81,6.13,592.934058
2.58,Premium,H,SI2,62.6,57.0,16195,8.77,8.73,5.48,419.560308
2.42,Premium,J,SI2,62.3,58.0,16198,8.63,8.55,5.35,394.7577750000001
2.42,Premium,J,SI2,58.5,59.0,16198,8.85,8.82,5.17,403.55469
2.42,Premium,J,SI2,62.4,58.0,16198,8.58,8.53,5.34,390.82071599999995
2.0,Good,E,SI2,57.6,63.0,16206,8.2,8.16,4.73,316.49376
2.09,Very Good,F,SI2,62.5,60.0,16210,8.14,8.06,5.06,331.978504
1.6,Premium,G,VVS2,60.6,60.0,16215,7.57,7.51,4.57,259.807699
1.53,Very Good,G,VS1,61.9,57.0,16219,7.39,7.32,4.55,246.13134
1.75,Premium,G,VS2,62.8,59.0,16220,7.62,7.53,4.76,273.122136
1.74,Good,G,VS1,58.6,62.0,16223,7.83,7.88,4.6,283.82184
2.03,Ideal,G,SI1,60.3,56.0,16224,8.27,8.21,4.97,337.44659900000005
2.01,Good,F,SI2,58.1,64.0,16231,8.23,8.19,4.77,321.515649
2.01,Good,F,SI2,64.1,57.0,16231,7.82,7.78,5.0,304.19800000000004
1.87,Premium,E,SI1,61.9,58.0,16232,7.94,7.88,4.9,306.57928000000004
1.01,Premium,D,IF,61.6,56.0,16234,6.46,6.43,3.97,164.905066
2.06,Ideal,G,SI2,62.9,56.0,16235,8.13,8.04,5.08,332.05521600000003
2.05,Premium,H,VS2,60.7,61.0,16235,8.25,8.13,4.97,333.350325
2.32,Premium,F,SI2,62.5,59.0,16237,8.51,8.44,5.3,380.66931999999997
2.66,Good,H,SI2,63.8,57.0,16239,8.71,8.65,5.54,417.39191000000005
2.2,Very Good,H,VS2,63.3,58.0,16239,8.25,8.22,5.21,353.31615000000005
1.6,Ideal,F,VS2,60.2,55.5,16240,7.6,7.66,4.59,267.21144
1.7,Ideal,H,VS1,61.5,55.0,16240,7.69,7.73,4.74,281.763138
1.63,Ideal,G,VS1,61.5,57.0,16241,7.58,7.6,4.67,269.02936
2.26,Good,I,SI2,56.9,60.0,16241,8.73,8.66,4.95,374.22891000000004
2.26,Premium,I,SI2,62.0,58.0,16241,8.4,8.37,5.2,365.60159999999996
2.01,Premium,G,SI1,62.3,61.0,16242,7.96,7.89,5.02,315.27808799999997
1.23,Ideal,D,VVS1,62.4,57.0,16253,6.88,6.83,4.28,201.11891200000002
1.73,Premium,E,SI1,62.6,58.0,16253,7.67,7.59,4.78,278.269134
1.2,Ideal,E,VVS1,61.8,56.0,16256,6.78,6.87,4.22,196.561692
2.02,Ideal,F,SI2,62.2,57.0,16256,8.07,8.03,5.01,324.65852099999995
2.04,Ideal,F,SI2,62.3,57.0,16261,8.05,8.13,5.04,329.8503600000001
2.0,Premium,G,SI2,61.8,58.0,16262,8.05,7.99,4.96,319.02472
2.38,Premium,J,VS2,62.6,59.0,16273,8.52,8.49,5.32,384.821136
2.4,Ideal,J,SI1,60.6,57.0,16274,8.62,8.76,5.26,397.1889119999999
1.51,Premium,E,VS1,59.5,59.0,16277,7.54,7.48,4.47,252.104424
2.51,Premium,J,SI2,59.3,58.0,16278,8.83,8.87,5.25,411.19102499999997
2.03,Fair,F,SI1,65.4,58.0,16280,7.9,7.84,5.15,318.97040000000004
2.0,Very Good,H,SI1,60.9,58.0,16280,8.07,8.15,4.94,324.90627
1.74,Very Good,D,SI1,61.9,58.0,16286,7.74,7.79,4.81,290.017026
2.01,Premium,H,SI1,58.2,62.0,16287,8.26,8.21,4.79,324.831934
2.01,Premium,H,SI2,60.5,61.0,16287,8.14,8.09,4.91,323.3362660000001
2.01,Ideal,I,SI1,64.8,62.0,16287,7.92,7.82,5.1,315.86544
2.02,Ideal,F,SI2,61.3,57.0,16290,8.11,8.16,4.99,330.226224
2.0,Good,I,VS2,63.6,60.0,16291,7.95,8.03,5.08,324.29958
1.66,Very Good,F,VS2,61.4,58.0,16294,7.63,7.68,4.7,275.41248
2.09,Good,I,SI1,57.9,63.0,16294,8.37,8.46,4.87,344.845674
2.05,Good,G,SI2,63.7,61.0,16295,8.03,7.99,5.1,327.21447
1.64,Ideal,G,VS2,61.5,56.0,16297,7.59,7.62,4.68,270.671544
2.24,Ideal,H,SI2,61.4,56.0,16300,8.38,8.43,5.16,364.519944
1.6,Ideal,H,IF,61.5,53.0,16300,7.57,7.69,4.66,271.273978
2.01,Very Good,I,VS2,59.6,60.0,16304,8.13,8.19,4.86,323.601642
2.01,Good,I,VS2,62.4,62.0,16304,7.91,7.99,4.96,313.476464
2.4,Premium,J,SI1,59.7,58.0,16304,8.75,8.71,5.21,397.06712500000003
2.03,Premium,I,VS2,60.5,62.0,16309,8.22,8.17,4.96,333.10070400000006
2.03,Premium,I,VS2,58.5,60.0,16309,8.37,8.34,4.89,341.3503619999999
1.53,Ideal,G,VS1,60.5,57.0,16311,7.42,7.52,4.51,251.65078399999996
2.65,Premium,G,SI2,62.0,61.0,16314,8.82,8.75,5.45,420.60375
1.74,Ideal,G,VS2,61.7,56.0,16316,7.72,7.68,4.75,281.62559999999996
1.74,Ideal,G,VS2,62.9,57.0,16316,7.68,7.64,4.82,282.814464
1.54,Ideal,G,VVS1,60.8,57.0,16316,7.49,7.45,4.54,253.33427
2.04,Very Good,H,SI2,60.0,60.0,16319,8.21,8.17,4.91,329.3416870000001
2.01,Ideal,J,VS1,60.9,56.0,16319,8.14,8.18,4.97,330.928444
2.04,Ideal,H,SI2,62.0,56.0,16319,8.18,8.23,5.09,342.66592599999996
2.02,Premium,G,SI1,62.3,61.0,16323,8.07,7.96,4.99,320.543628
2.3,Ideal,I,SI2,61.8,57.0,16329,8.48,8.45,5.23,374.76088
2.11,Premium,G,SI2,62.2,60.0,16336,8.19,8.15,5.08,339.08237999999994
2.07,Ideal,I,SI2,62.0,55.0,16337,8.22,8.12,5.07,338.404248
1.6,Ideal,G,VVS1,60.8,56.0,16339,7.58,7.54,4.6,262.90472
2.35,Premium,H,SI2,62.3,58.0,16340,8.51,8.44,5.28,379.23283200000003
1.8,Ideal,F,SI1,61.4,54.0,16340,7.86,7.82,4.81,295.647612
1.52,Ideal,G,VVS1,61.4,57.0,16343,7.38,7.4,4.54,247.93848
2.54,Very Good,H,SI2,63.5,56.0,16353,8.68,8.65,5.5,412.95099999999996
2.1,Premium,F,SI2,62.1,59.0,16357,8.16,8.18,5.07,338.416416
2.05,Premium,G,SI2,60.1,59.0,16357,8.2,8.3,4.96,337.5776
1.62,Ideal,E,VS2,61.4,57.0,16358,7.54,7.58,4.64,265.19084799999996
2.11,Very Good,I,VS2,60.3,60.5,16363,8.22,8.29,4.98,339.356124
1.5,Fair,F,VVS2,64.7,53.0,16364,7.22,7.15,4.65,240.04695
1.8,Ideal,F,SI1,61.8,57.0,16364,7.79,7.83,4.83,294.609231
2.02,Premium,I,SI1,60.9,60.0,16368,8.13,8.1,4.94,325.3138200000001
2.28,Premium,J,VS2,62.4,58.0,16369,8.45,8.35,5.24,369.7213
1.51,Ideal,F,VS1,62.1,56.0,16370,7.34,7.38,4.57,247.553244
2.07,Very Good,I,VS2,60.6,58.0,16378,8.24,8.29,5.01,342.2310959999999
2.0,Very Good,E,SI2,63.1,53.0,16380,7.99,8.11,5.08,329.17841200000004
2.01,Very Good,I,VS2,59.6,58.0,16383,8.18,8.23,4.89,329.201646
1.71,Ideal,F,VS2,61.9,57.0,16384,7.73,7.62,4.75,279.78735000000006
2.02,Fair,D,SI1,65.0,55.0,16386,7.94,7.84,5.13,319.340448
2.04,Very Good,G,SI2,59.9,58.0,16389,8.26,8.31,4.96,340.457376
2.14,Premium,H,VS2,61.7,58.0,16390,8.28,8.22,5.09,346.433544
2.03,Very Good,I,SI1,62.3,60.0,16392,8.01,8.07,5.01,323.849907
2.07,Premium,I,SI1,62.9,59.0,16392,8.15,8.09,5.11,336.920185
2.11,Premium,H,VS2,60.8,61.0,16395,8.32,8.28,5.05,347.89248
2.19,Very Good,I,SI1,60.7,60.0,16397,8.46,8.4,5.12,363.84768
2.02,Ideal,J,VS1,61.8,57.0,16397,8.06,8.13,5.0,327.63900000000007
2.22,Good,I,SI2,63.2,57.0,16398,8.23,8.28,5.22,355.713768
2.16,Premium,H,SI2,59.7,60.0,16400,8.38,8.3,4.98,346.3789200000001
1.51,Very Good,F,VS1,60.0,60.0,16402,7.39,7.42,4.44,243.462072
2.11,Ideal,D,SI2,62.7,56.0,16404,8.25,8.18,5.14,346.87289999999996
1.09,Good,D,IF,58.7,61.0,16406,6.75,6.85,3.99,184.487625
1.5,Very Good,D,VS1,61.2,63.0,16407,7.28,7.32,4.47,238.20451200000002
2.0,Ideal,I,SI1,61.4,57.0,16407,8.05,8.11,4.96,323.81608
1.5,Premium,E,VS1,60.3,60.0,16409,7.34,7.43,4.45,242.68608999999998
2.01,Good,F,SI2,62.2,57.0,16410,7.91,7.97,4.94,311.430938
2.03,Very Good,E,SI2,63.7,58.0,16412,7.91,7.94,5.05,317.16727000000003
2.04,Very Good,I,SI1,63.6,60.0,16420,7.97,7.86,5.03,315.100326
2.03,Very Good,I,VS2,59.9,59.0,16422,8.32,8.24,4.96,340.04172800000003
2.0,Good,D,SI2,60.3,56.0,16425,8.08,8.11,4.88,319.78054399999996
2.04,Premium,G,SI2,61.8,56.0,16426,8.13,8.05,5.0,327.2325000000001
2.51,Premium,J,SI2,59.3,58.0,16427,8.87,8.83,5.25,411.19102499999997
2.18,Ideal,J,VS2,62.2,55.0,16427,8.32,8.36,5.19,360.991488
2.18,Ideal,J,VS2,60.3,57.0,16427,8.41,8.45,5.08,361.00766
2.05,Premium,H,SI2,62.5,58.0,16431,8.12,8.08,5.06,331.984576
2.06,Premium,G,SI2,61.8,58.0,16437,8.1,8.15,5.02,331.39529999999996
